App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,
joda-time-main,TestGJYearField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\gj\TestGJYearField.java,,src\test\java\org\joda\time\chrono\gj\TestGJYearField.java,,10,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestGregorianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\gj\TestGregorianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\GregorianChronology.java,src\test\java\org\joda\time\chrono\gj\TestGregorianChronology.java,src\main\java\org\joda\time\chrono\GregorianChronology.java,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
joda-time-main,TestJulianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\gj\TestJulianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\JulianChronology.java,src\test\java\org\joda\time\chrono\gj\TestJulianChronology.java,src\main\java\org\joda\time\chrono\JulianChronology.java,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
joda-time-main,TestJulianDayOfMonthField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\gj\TestJulianDayOfMonthField.java,,src\test\java\org\joda\time\chrono\gj\TestJulianDayOfMonthField.java,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestJulianMonthOfYearField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\gj\TestJulianMonthOfYearField.java,,src\test\java\org\joda\time\chrono\gj\TestJulianMonthOfYearField.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestJulianWeekyearField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\gj\TestJulianWeekyearField.java,,src\test\java\org\joda\time\chrono\gj\TestJulianWeekyearField.java,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestJulianYearField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\gj\TestJulianYearField.java,,src\test\java\org\joda\time\chrono\gj\TestJulianYearField.java,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestAll.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestAll.java,,src\test\java\org\joda\time\chrono\TestAll.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestBuddhistChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestBuddhistChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\BuddhistChronology.java,src\test\java\org\joda\time\chrono\TestBuddhistChronology.java,src\main\java\org\joda\time\chrono\BuddhistChronology.java,18,13,1,1,0,0,1,0,0,1,1,1,0,0,10,101,1,0,0,0,14,0,
joda-time-main,TestCopticChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestCopticChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\CopticChronology.java,src\test\java\org\joda\time\chrono\TestCopticChronology.java,src\main\java\org\joda\time\chrono\CopticChronology.java,23,18,1,1,0,0,1,0,0,1,1,1,0,0,10,102,1,0,0,0,19,0,
joda-time-main,TestEthiopicChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestEthiopicChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\EthiopicChronology.java,src\test\java\org\joda\time\chrono\TestEthiopicChronology.java,src\main\java\org\joda\time\chrono\EthiopicChronology.java,23,18,1,1,0,0,1,0,0,1,1,1,0,0,10,102,1,0,0,0,19,0,
joda-time-main,TestGJChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestGJChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\GJChronology.java,src\test\java\org\joda\time\chrono\TestGJChronology.java,src\main\java\org\joda\time\chrono\GJChronology.java,35,19,2,1,0,0,4,0,0,0,1,1,0,0,15,90,4,8,2,0,29,0,
joda-time-main,TestGJDate.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestGJDate.java,,src\test\java\org\joda\time\chrono\TestGJDate.java,,17,0,0,1,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,13,0,
joda-time-main,TestGregorianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestGregorianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\GregorianChronology.java,src\test\java\org\joda\time\chrono\TestGregorianChronology.java,src\main\java\org\joda\time\chrono\GregorianChronology.java,18,14,0,1,0,0,1,0,0,0,1,1,0,0,11,107,1,0,0,0,14,0,
joda-time-main,TestIslamicChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestIslamicChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\IslamicChronology.java,src\test\java\org\joda\time\chrono\TestIslamicChronology.java,src\main\java\org\joda\time\chrono\IslamicChronology.java,26,20,1,1,0,0,1,0,0,1,1,1,0,0,8,47,3,0,0,0,22,0,
joda-time-main,TestISOChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestISOChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\ISOChronology.java,src\test\java\org\joda\time\chrono\TestISOChronology.java,src\main\java\org\joda\time\chrono\ISOChronology.java,24,17,3,1,0,0,2,0,0,0,1,1,0,0,8,52,2,2,1,0,19,0,
joda-time-main,TestJulianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestJulianChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\JulianChronology.java,src\test\java\org\joda\time\chrono\TestJulianChronology.java,src\main\java\org\joda\time\chrono\JulianChronology.java,17,13,0,1,0,0,1,0,0,0,1,1,0,0,11,106,1,0,0,0,13,0,
joda-time-main,TestLenientChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\chrono\TestLenientChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\chrono\LenientChronology.java,src\test\java\org\joda\time\chrono\TestLenientChronology.java,src\main\java\org\joda\time\chrono\LenientChronology.java,14,6,0,1,0,0,2,0,0,0,0,7,0,0,9,32,1,0,0,0,10,0,
joda-time-main,ClassLoadTest.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\ClassLoadTest.java,,src\test\java\org\joda\time\ClassLoadTest.java,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestAll.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestAll.java,,src\test\java\org\joda\time\convert\TestAll.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestCalendarConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestCalendarConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\CalendarConverter.java,src\test\java\org\joda\time\convert\TestCalendarConverter.java,src\main\java\org\joda\time\convert\CalendarConverter.java,11,4,0,1,0,0,7,0,0,0,0,1,0,0,2,15,0,0,0,0,8,0,
joda-time-main,TestConverterManager.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestConverterManager.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\ConverterManager.java,src\test\java\org\joda\time\convert\TestConverterManager.java,src\main\java\org\joda\time\convert\ConverterManager.java,65,57,10,1,0,0,23,0,0,0,0,1,0,0,62,395,6,0,0,0,63,0,
joda-time-main,TestConverterSet.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestConverterSet.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\ConverterSet.java,src\test\java\org\joda\time\convert\TestConverterSet.java,src\main\java\org\joda\time\convert\ConverterSet.java,11,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,
joda-time-main,TestDateConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestDateConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\DateConverter.java,src\test\java\org\joda\time\convert\TestDateConverter.java,src\main\java\org\joda\time\convert\DateConverter.java,10,4,0,1,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,
joda-time-main,TestLongConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestLongConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\LongConverter.java,src\test\java\org\joda\time\convert\TestLongConverter.java,src\main\java\org\joda\time\convert\LongConverter.java,11,4,0,1,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,
joda-time-main,TestNullConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestNullConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\NullConverter.java,src\test\java\org\joda\time\convert\TestNullConverter.java,src\main\java\org\joda\time\convert\NullConverter.java,17,6,0,1,0,0,12,0,0,0,0,1,0,0,0,3,0,0,0,0,13,0,
joda-time-main,TestReadableDurationConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestReadableDurationConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\ReadableDurationConverter.java,src\test\java\org\joda\time\convert\TestReadableDurationConverter.java,src\main\java\org\joda\time\convert\ReadableDurationConverter.java,10,2,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,
joda-time-main,TestReadableInstantConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestReadableInstantConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\ReadableInstantConverter.java,src\test\java\org\joda\time\convert\TestReadableInstantConverter.java,src\main\java\org\joda\time\convert\ReadableInstantConverter.java,11,5,0,1,0,0,7,0,0,0,0,1,0,0,4,13,0,0,0,0,8,0,
joda-time-main,TestReadableIntervalConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestReadableIntervalConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\ReadableIntervalConverter.java,src\test\java\org\joda\time\convert\TestReadableIntervalConverter.java,src\main\java\org\joda\time\convert\ReadableIntervalConverter.java,15,7,0,1,0,0,11,0,0,0,0,1,0,0,0,6,0,0,0,0,12,0,
joda-time-main,TestReadablePartialConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestReadablePartialConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\ReadablePartialConverter.java,src\test\java\org\joda\time\convert\TestReadablePartialConverter.java,src\main\java\org\joda\time\convert\ReadablePartialConverter.java,9,4,0,1,0,0,5,0,0,0,0,1,0,0,3,6,1,0,0,0,6,0,
joda-time-main,TestReadablePeriodConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestReadablePeriodConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\ReadablePeriodConverter.java,src\test\java\org\joda\time\convert\TestReadablePeriodConverter.java,src\main\java\org\joda\time\convert\ReadablePeriodConverter.java,8,3,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,
joda-time-main,TestStringConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\convert\TestStringConverter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\convert\StringConverter.java,src\test\java\org\joda\time\convert\TestStringConverter.java,src\main\java\org\joda\time\convert\StringConverter.java,46,30,0,1,0,0,41,0,0,0,0,1,0,0,6,63,4,0,0,0,42,0,
joda-time-main,TestAll.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestAll.java,,src\test\java\org\joda\time\field\TestAll.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestBaseDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestBaseDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\BaseDateTimeField.java,src\test\java\org\joda\time\field\TestBaseDateTimeField.java,src\main\java\org\joda\time\field\BaseDateTimeField.java,52,30,0,1,0,0,5,0,0,0,0,1,0,0,25,60,6,0,0,0,48,0,
joda-time-main,TestFieldUtils.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestFieldUtils.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\FieldUtils.java,src\test\java\org\joda\time\field\TestFieldUtils.java,src\main\java\org\joda\time\field\FieldUtils.java,9,7,0,1,0,0,7,0,0,0,0,0,0,0,7,95,7,0,0,0,7,0,
joda-time-main,TestMillisDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestMillisDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\MillisDurationField.java,src\test\java\org\joda\time\field\TestMillisDurationField.java,src\main\java\org\joda\time\field\MillisDurationField.java,24,13,0,1,0,0,8,0,0,0,0,1,0,0,13,36,0,0,0,0,20,0,
joda-time-main,TestOffsetDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestOffsetDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\OffsetDateTimeField.java,src\test\java\org\joda\time\field\TestOffsetDateTimeField.java,src\main\java\org\joda\time\field\OffsetDateTimeField.java,55,26,0,1,0,0,6,0,0,0,0,1,0,0,12,63,7,0,0,0,51,0,
joda-time-main,TestPreciseDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestPreciseDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\PreciseDateTimeField.java,src\test\java\org\joda\time\field\TestPreciseDateTimeField.java,src\main\java\org\joda\time\field\PreciseDateTimeField.java,53,29,0,1,0,0,5,0,0,0,0,1,0,0,4,4,6,0,0,0,49,0,
joda-time-main,TestPreciseDurationDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestPreciseDurationDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\PreciseDurationDateTimeField.java,src\test\java\org\joda\time\field\TestPreciseDurationDateTimeField.java,src\main\java\org\joda\time\field\PreciseDurationDateTimeField.java,53,30,0,1,0,0,5,0,0,0,0,1,0,0,5,4,7,0,0,0,49,0,
joda-time-main,TestPreciseDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestPreciseDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\PreciseDurationField.java,src\test\java\org\joda\time\field\TestPreciseDurationField.java,src\main\java\org\joda\time\field\PreciseDurationField.java,27,15,0,1,0,0,11,0,0,0,0,1,0,0,8,17,3,0,0,0,23,0,
joda-time-main,TestScaledDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestScaledDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\ScaledDurationField.java,src\test\java\org\joda\time\field\TestScaledDurationField.java,src\main\java\org\joda\time\field\ScaledDurationField.java,28,16,0,1,0,0,11,0,0,0,1,1,0,0,14,43,4,0,0,0,24,0,
joda-time-main,TestUnsupportedDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\field\TestUnsupportedDateTimeField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\field\UnsupportedDateTimeField.java,src\test\java\org\joda\time\field\TestUnsupportedDateTimeField.java,src\main\java\org\joda\time\field\UnsupportedDateTimeField.java,10,7,0,0,0,0,3,0,0,0,3,0,0,0,7,18,2,0,0,0,8,0,
joda-time-main,TestAll.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestAll.java,,src\test\java\org\joda\time\format\TestAll.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestDateTimeFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestDateTimeFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\DateTimeFormat.java,src\test\java\org\joda\time\format\TestDateTimeFormat.java,src\main\java\org\joda\time\format\DateTimeFormat.java,70,15,0,1,0,0,8,0,0,0,0,32,0,0,7,64,33,6,0,0,65,0,
joda-time-main,TestDateTimeFormatStyle.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestDateTimeFormatStyle.java,,src\test\java\org\joda\time\format\TestDateTimeFormatStyle.java,,25,20,1,1,0,0,21,0,0,0,0,0,0,0,,,2,0,0,0,21,0,
joda-time-main,TestDateTimeFormatter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestDateTimeFormatter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\DateTimeFormatter.java,src\test\java\org\joda\time\format\TestDateTimeFormatter.java,src\main\java\org\joda\time\format\DateTimeFormatter.java,80,60,0,1,0,0,11,0,0,0,0,5,0,0,74,365,10,0,0,0,76,0,
joda-time-main,TestDateTimeFormatterBuilder.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestDateTimeFormatterBuilder.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\DateTimeFormatterBuilder.java,src\test\java\org\joda\time\format\TestDateTimeFormatterBuilder.java,src\main\java\org\joda\time\format\DateTimeFormatterBuilder.java,62,43,1,1,0,0,24,0,0,0,0,0,0,0,53,164,1,0,0,0,57,0,
joda-time-main,TestDateTimeParserBucket.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestDateTimeParserBucket.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\DateTimeParserBucket.java,src\test\java\org\joda\time\format\TestDateTimeParserBucket.java,src\main\java\org\joda\time\format\DateTimeParserBucket.java,20,18,0,1,0,0,0,0,0,0,0,0,0,0,18,136,11,0,0,0,18,0,
joda-time-main,TestISODateTimeFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestISODateTimeFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\ISODateTimeFormat.java,src\test\java\org\joda\time\format\TestISODateTimeFormat.java,src\main\java\org\joda\time\format\ISODateTimeFormat.java,50,42,0,1,0,0,0,0,0,0,0,0,0,0,43,16,12,0,0,0,46,0,
joda-time-main,TestISODateTimeFormatParsing.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestISODateTimeFormatParsing.java,,src\test\java\org\joda\time\format\TestISODateTimeFormatParsing.java,,46,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,39,0,
joda-time-main,TestISODateTimeFormat_Fields.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestISODateTimeFormat_Fields.java,,src\test\java\org\joda\time\format\TestISODateTimeFormat_Fields.java,,44,38,0,1,0,0,12,0,0,0,0,0,0,0,,,38,0,0,0,40,0,
joda-time-main,TestISOPeriodFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestISOPeriodFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\ISOPeriodFormat.java,src\test\java\org\joda\time\format\TestISOPeriodFormat.java,src\main\java\org\joda\time\format\ISOPeriodFormat.java,11,6,0,1,0,0,0,0,0,0,0,0,0,0,6,19,4,0,0,0,7,0,
joda-time-main,TestISOPeriodFormatParsing.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestISOPeriodFormatParsing.java,,src\test\java\org\joda\time\format\TestISOPeriodFormatParsing.java,,19,0,0,1,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,15,0,
joda-time-main,TestPeriodFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestPeriodFormat.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\PeriodFormat.java,src\test\java\org\joda\time\format\TestPeriodFormat.java,src\main\java\org\joda\time\format\PeriodFormat.java,73,7,1,1,0,0,4,0,0,0,10,1,0,0,10,77,0,0,0,0,68,0,
joda-time-main,TestPeriodFormatParsing.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestPeriodFormatParsing.java,,src\test\java\org\joda\time\format\TestPeriodFormatParsing.java,,8,3,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,0,
joda-time-main,TestPeriodFormatter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestPeriodFormatter.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\PeriodFormatter.java,src\test\java\org\joda\time\format\TestPeriodFormatter.java,src\main\java\org\joda\time\format\PeriodFormatter.java,14,9,0,1,0,0,7,0,0,0,0,2,0,0,9,21,1,0,0,0,10,0,
